"Year","Area","Street","Street.2"
2011,"Birmingham","Steelhouse Ln  Birmingham","Steelhouse Ln, Birmingham"
2011,"Birmingham","Steelhouse Ln  City Centre  Birmingham","Steelhouse Ln, City Centre, Birmingham"
2011,"Birmingham","Stephenson St",""
2011,"Birmingham","Stephenson St",""
2011,"Birmingham","Stephenson St  Birmingham City","Stephenson St, Birmingham City"
2011,"Birmingham","Stephenson St  City Centre","Stephenson St, City Centre"
2011,"Birmingham","Stephensons St",""
2011,"Birmingham","Suffolk St Queensway",""
2011,"Birmingham","Sugar Suite  Broad St","Sugar Suite, Broad St"
2011,"Birmingham","Summer Ln","summer lane"
2011,"Birmingham","Summer Row","summer row"
2011,"Birmingham","Temple Row",""
2011,"Birmingham","Temple Row","temple row"
2011,"Birmingham","Tennant St",""
2011,"Birmingham","Terrace Rd  Handsworth","Terrace Rd, Handsworth"
2011,"Birmingham","Tesco Aston Ln","tesco aston lane"
2011,"Birmingham","Tesco Springhill","Tesco SpringHill"
2011,"Birmingham","The Parade Sutton Coldfield",""
2011,"Birmingham","The Parade  Sutton Coldfield","The Parade, Sutton Coldfield"
2011,"Birmingham","The Ramp  Corporation St  Birmingham","The Ramp, Corporation St, Birmingham"
2011,"Birmingham","The Ramp ","The Ramp."
2011,"Birmingham","Thornhill Rd  Birmingham","Thornhill Rd, Birmingham"
2011,"Birmingham","Thornhill Rd  Handsworth","Thornhill Rd, Handsworth"
2011,"Birmingham","Thorpe St At Hurst St","Thorpe St at Hurst St"
2011,"Birmingham","Thorpe St",""
2011,"Birmingham","Trocadero Public House O S","Trocadero Public house o/s"
2011,"Birmingham","Turners Pallets  Hayhole Rd","Turners Pallets, Hayhole road"
2011,"Birmingham","Upper Dean St","upper dean street"
2011,"Birmingham","Upper Dean St  Birmingham","Upper Dean St, Birmingham"
2011,"Birmingham","Upper Dean St  Birmingham City Centre","Upper Dean St, Birmingham City Centre"
2011,"Birmingham","Upper Dean St  City Centre","Upper Dean St, City Centre"
2011,"Birmingham","Upper Parade Sutton Coldfield","Upper parade Sutton Coldfield"
2011,"Birmingham","Upper Parade Sutton Coldfield",""
2011,"Birmingham","Victoria Square   Bham","victoria square,  bham"
2011,"Birmingham","Victoria Square  City Centre ","Victoria Square, City Centre."
2011,"Birmingham","Waiverley Park Handsworth","Waiverley park,Handsworth"
2011,"Birmingham","Walkabout Bar Broad St","walkabout bar broad st"
2011,"Birmingham","Walkabout Ph  Broad St  Birmingham","Walkabout PH, Broad St, Birmingham"
2011,"Birmingham","Walkabout Ph  Broad St  Birmingham","Walkabout PH, Broad St, Birmingham"
2011,"Birmingham","Walkabout  Broad St","Walkabout, Broad St"
2011,"Birmingham","Walsall Rd   Great Barr","Walsall road,  great barr"
2011,"Birmingham","Walsall Rd  Perry Barr","Walsall Rd, Perry Barr"
2011,"Birmingham","Warf Rd Kings Norton","warf road kings norton"
2011,"Birmingham","Warwards Ln",""
2011,"Birmingham","Washington Drive  Handsworth Wood","Washington Drive, Handsworth Wood"
2011,"Birmingham","Washington St",""
2011,"Birmingham","Waterloo Rd  Smethwick","Waterloo Rd, Smethwick"
2011,"Birmingham","Waverhill Park  Handsworth","Waverhill Park, Handsworth"
2011,"Birmingham","Waverhill Rd  Handsworth","Waverhill Rd, Handsworth"
2011,"Birmingham","Way Entrance Villa Ground","way entrance villa ground"
2011,"Birmingham","Wellington Rd",""
2011,"Birmingham","Witton Arms",""
2011,"Birmingham","Witton Rd",""
2011,"Birmingham","Witton Rd",""
2011,"Birmingham","Witton Rd Aston",""
2011,"Birmingham","Wrottesley St",""
2011,"Coventry","Primrose Hill Coventry","primrose hill Coventry"
2011,"Coventry","Albany Rd","Albany road"
2011,"Coventry","Aldbourne Rd",""
2011,"Coventry","Aldermans Green Rd","aldermans green road"
2011,"Coventry","Allesley Old Rd",""
2011,"Coventry","Almond Tree Ave",""
2011,"Coventry","Arbury Ave Coventry","arbury ave Coventry"
2011,"Coventry","Arena Carpark A444","Arena carpark A444"
2011,"Coventry","Argyle St Coventry","argyle st Coventry"
2011,"Coventry","Armstrong Ave Stoke",""
2011,"Coventry","Ashorne Close",""
2011,"Coventry","Attoxhall Rd",""
2011,"Coventry","Averley Rd   Daimler Green","averley road , daimler green"
2011,"Coventry","Awson St",""
2011,"Coventry","Bandals Surgery  Foleshill Rd","Bandals Surgery, Foleshill Rd"
2011,"Coventry","Bell Green Rd Junction A444","bell green rd Junction A444"
2011,"Coventry","Bell Green Rd  Coventry","Bell Green Rd, Coventry"
2011,"Coventry","Bell Green Rd  Coventry","Bell Green Rd, Coventry"
2011,"Coventry","Binley Rd",""
2011,"Coventry","Binley Rd",""
2011,"Coventry","Binley Rd",""
2011,"Coventry","Binley Rd",""
2011,"Coventry","Bishop St","bishop street"
2011,"Coventry","Blackhorse Ln","Blackhorse lane"
2011,"Coventry","Blythe Rd",""
2011,"Coventry","Bp Garage Ansty Rd","BP Garage Ansty road"
2011,"Coventry","Bramble St Coventry","bramble st coventry"
2011,"Coventry","Braod Park Rd  Coventry","Braod Park Rd, Coventry"
2011,"Coventry","Bredon Ave  Coventry","Bredon Ave, Coventry"
2011,"Coventry","Broadgate",""
2011,"Coventry","Bull Yard",""
2011,"Coventry","Bushberry Ave",""
2011,"Coventry","Butts Rd Coventry","butts road Coventry"
2011,"Coventry","Cashs Ln","cashs lane"
2011,"Coventry","Cauldon Rd","Cauldon road"
2011,"Coventry","Charter Ave",""
2011,"Coventry","Charter Ave Coventry","charter ave Coventry"
2011,"Coventry","Chester St",""
2011,"Coventry","Chesterton Rd",""
2011,"Coventry","Cheveral Ave  Coventry","Cheveral Ave, Coventry"
2011,"Coventry","Cliffbridge Rd",""
2011,"Coventry","Clifton St  Coventry ","Clifton St ,Coventry."
2011,"Coventry","Coc St","Coc street"
2011,"Coventry","Communal Landing At George Poole House  Coventry","Communal landing at George Poole House, Coventry"
2011,"Coventry","Compton Rd","Compton road"
2011,"Coventry","Concourse Near Mortimers","concourse near mortimers"
2011,"Coventry","Cook St","cook st"
2011,"Coventry","Corporation St",""
2011,"Coventry","Corporation St  Coventry ","Corporation St ,Coventry."
2011,"Coventry","Corporation St",""
2011,"Coventry","Coundon Rd","Coundon road"
2011,"Coventry","Coventry","coventry"
2011,"Coventry","Coventry Central Cells","Coventry Central cells"
2011,"Coventry","Coventry Central Front Office","Coventry Central Front office"
2011,"Coventry","Coventry Central Pol Stn","coventry central pol stn"
2011,"Coventry","Coventry Central Police Station","coventry central police station"
2011,"Coventry","Coventry Central Police Station","coventry central police station"
2011,"Coventry","Coventry Central Ps","Coventry Central PS"
2011,"Coventry","Coventry Central Ps","Coventry Central PS"
2011,"Coventry","Coventry Railwat Station ","Coventry Railwat Station."
2011,"Coventry","Coventry Railway Station ","Coventry Railway Station."
2011,"Coventry","Coventry Train Station","coventry train station"
2011,"Coventry","Cox St","Cox street"
2011,"Coventry","Cross Rd",""
2011,"Coventry","Devonshire Arms","devonshire arms"
2011,"Coventry","Duckham Court","duckham court"
2011,"Coventry","Earlsdon High St",""
2011,"Coventry","Elms Pub  Birmingham Rd","Elms Pub, Birmingham road"
2011,"Coventry","Fairfax St","fairfax street"
2011,"Coventry","Far Gosford St","far gosford street"
2011,"Coventry","Far Gosford St",""
2011,"Coventry","Farndale Ave",""
2011,"Coventry","Farndale Ave",""
2011,"Coventry","Foleshill Rd",""
2011,"Coventry","Foleshill Rd",""
2011,"Coventry","Foleshill Rd",""
2011,"Coventry","Foleshill Rd",""
2011,"Coventry","Foleshill Rd  Coventry","Foleshill road, Coventry"
2011,"Coventry","Four Pounds Ave  Coventry","Four Pounds Ave, Coventry"
2011,"Coventry","Friars Rd","FRiars road"
2011,"Coventry","Front Of Coventry Central Police Station","front of Coventry Central police Station"
2011,"Coventry","Front Office","Front office"
2011,"Coventry","Front Office",""
2011,"Coventry","Gala Bingo  Pool Meadow","Gala Bingo, Pool Meadow"
2011,"Coventry","Gosford St",""
2011,"Coventry","Gosford St","Gosford street"
2011,"Coventry","Gosford St",""
2011,"Coventry","Greyfriars St Coventry","greyfriars st Coventry"
2011,"Coventry","Gulson Rd Coventry","gulson road Coventry"
2011,"Coventry","Gulson Rd Coventry",""
2011,"Coventry","Hale St","hale st"
2011,"Coventry","Hales St  Coventry","Hales St, Coventry"
2011,"Coventry","Hartfrod St","Hartfrod street"
2011,"Coventry","Hayle St","hayle street"
2011,"Coventry","Hayles St","hayles street"
2011,"Coventry","Hedgefield Way",""
2011,"Coventry","Herald Way Coventry","herald way Coventry"
2011,"Coventry","High St Coventry","high st Coventry"
2011,"Coventry","High St",""
2011,"Coventry","High St",""
2011,"Coventry","Hill St",""
2011,"Coventry","Hipswell Highway",""
2011,"Coventry","Holmesdale Rd","holmesdale road"
2011,"Coventry","Hurst Rd","hurst Rd"
2011,"Coventry","Ibis Hotel","ibis hotel"
2011,"Coventry","Ikea Car Park",""
2011,"Coventry","Ikea Plaza","ikea plaza"
2011,"Coventry","Iron Monger Row","iron monger row"
2011,"Coventry","Jardine Crescent","jardine crescent"
2011,"Coventry","Jardine Crescent","jardine crescent"
2011,"Coventry","Jasrdine Crescent",""
2011,"Coventry","Jd Wetherspoon Earlsdon","JD Wetherspoon Earlsdon"
2011,"Coventry","Jordan Well",""
2011,"Coventry","Jordan Well   Coventry","Jordan Well , Coventry"
2011,"Coventry","Jubilee Cresent","Jubilee cresent"
2011,"Coventry","Kirby Rd",""
2011,"Coventry","Lady Ln",""
2011,"Coventry","Lambeth Close",""
2011,"Coventry","Leader Close",""
2011,"Coventry","Lidice Place",""
2011,"Coventry","Lincoln St  Coventry","Lincoln St ,Coventry"
2011,"Coventry","Littl Park St",""
2011,"Coventry","Little Park St  Coventry ","Little park st ,Coventry."
2011,"Coventry","Little Park St  Coventry ","Little Park St ,Coventry."
2011,"Coventry","Little Park St Coventry","little park st Coventry"
2011,"Coventry","Little Park St",""
2011,"Coventry","Little Park St",""
2011,"Coventry","Little Park St","Little Park street"
2011,"Coventry","Little Park St","little park street"
2011,"Coventry","Little Park St",""
2011,"Coventry","Little Park St",""
2011,"Coventry","Little Park St",""
2011,"Coventry","Little Park St",""
2011,"Coventry","Little Park St","little park street"
2011,"Coventry","London Rd",""
2011,"Coventry","London Rd",""
2011,"Coventry","Longford Rd",""
2011,"Coventry","Lower Ford St","Lower Ford st"
2011,"Coventry","Lower Ford St","lower ford street"
2011,"Coventry","Lower Holyhead D Jtn With Spon St","lower holyhead d jtn with spon st"
2011,"Coventry","Lower Holyhead Rd Coventry","lower holyhead rd Coventry"
2011,"Coventry","Lower Holyhead Rd Coventry","lower holyhead road Coventry"
2011,"Coventry","Lower Precinct Coventry",""
2011,"Coventry","Mafo","MAFO"
2011,"Coventry","Manor House Drive","Manor house drive"
2011,"Coventry","Market Way",""
2011,"Coventry","Mary Slessor St","mary slessor st"
2011,"Coventry","Masser Rd","masser road"
2011,"Coventry","Mcdonalds Restaurant A45  Coventry ","McDonalds Restaurant A45 ,Coventry."
2011,"Coventry","Memorial Park  Coventry","Memorial Park, Coventry"
2011,"Coventry","Middle Ride",""
2011,"Coventry","Mile Ln",""
2011,"Coventry","Mile Ln","Mile lane"
2011,"Coventry","Millenium Place",""
2011,"Coventry","Millenium Place",""
2011,"Coventry","Mint Casino  King William St","Mint Casino, King William St"
2011,"Coventry","Miranda Close",""
2011,"Coventry","Morris Rd","morris road"
2011,"Coventry","Motor Museum","motor museum"
2011,"Coventry","New Union St","new union st"
2011,"Coventry","Norman Place Rd","Norman place road"
2011,"Coventry","Northy Rd",""
2011,"Coventry","O S Ccfo","o/s CCFO"
2011,"Coventry","O S Coventry Central Police Station","o/s coventry central police station"
2011,"Coventry","O S Gosford Arms","o/s Gosford Arms"
2011,"Coventry","Oak Gosford St",""
2011,"Coventry","Outside Coventry Central Ps","Outside Coventry Central PS"
2011,"Coventry","Outside Foleshill Ps","Outside Foleshill PS"
2011,"Coventry","Outside Front Of Coventry Central Police Station ","Outside front of Coventry Central Police Station."
2011,"Coventry","Outside Heat Bar","Outside heat Bar"
2011,"Coventry","Outside Kasbars","outside kasbars"
2011,"Coventry","Outside Of The Jewson Stand  Richo Arena  Coventry","Outside of the Jewson Stand, Richo arena, Coventry"
2011,"Coventry","Owenford Rd","owenford road"
2011,"Coventry","Palm Tree Ave  Wood End","Palm Tree Ave, Wood End"
2011,"Coventry","Palmer Ln   Coventry ","Palmer Ln , Coventry."
2011,"Coventry","Palmer Ln   Coventry ","Palmer Ln , Coventry."
2011,"Coventry","Palmer Ln   Coventry ","Palmer Ln , Coventry."
2011,"Coventry","Penruddick Drive  Coventry","Penruddick Drive, Coventry"
2011,"Coventry","Plymouth Close","Plymouth close"
2011,"Coventry","Pool Meadow","pool meadow"
2011,"Coventry","Pool Meadow Bus Station",""
2011,"Coventry","Pool Meadow Bus Stn","pool meadow bus stn"
2011,"Coventry","Poolmeadow",""
2011,"Coventry","Poolmeadow Bus Station","Poolmeadow bus station"
2011,"Coventry","Poolmeadow Bus Station","Poolmeadow bus station"
2011,"Coventry","Poppy Court  Remembrance Rd  Willenhall  Coventry","Poppy Court, Remembrance Rd, Willenhall, Coventry"
2011,"Coventry","Primrose Hill St",""
2011,"Coventry","Primrose Hill St",""
2011,"Coventry","Primrose Hill St",""
2011,"Coventry","Primrose Hill St  Coventry ","Primrose Hill St ,Coventry."
2011,"Coventry","Princethorpe Way","Princethorpe way"
2011,"Coventry","Priory Fields  Coventry","Priory Fields, Coventry"
2011,"Coventry","Priory Gardens",""
2011,"Coventry","Priory St",""
2011,"Coventry","Puma Way","puma way"
2011,"Coventry","Queen Mary S Rd  Foleshill  Coventry ","Queen Mary's Rd ,Foleshill ,Coventry."
2011,"Coventry","Queen Marys Rd Coventry","queen marys road Coventry"
2011,"Coventry","Queen Victoria Rd",""
2011,"Coventry","Radford Rd",""
2011,"Coventry","Radford Rd","Radford road"
2011,"Coventry","Raglan St","raglan street"
2011,"Coventry","Red Ln","Red lane"
2011,"Coventry","Remembrance Rd",""
2011,"Coventry","Richo Areana","richo areana"
2011,"Coventry","Richo Areana","richo areana"
2011,"Coventry","Richo Arena  Coventry","Richo arena, Coventry"
2011,"Coventry","Ricoh Arena",""
2011,"Coventry","Ricoh Arena",""
2011,"Coventry","Ricoh Arena",""
2011,"Coventry","Ridgethorpe  Willenhall  Coventry","Ridgethorpe, Willenhall, Coventry"
2011,"Coventry","Rileys Square  Bell Green","Rileys Square, Bell Green"
2011,"Coventry","Ring Rd",""
2011,"Coventry","Riverwalk Walk Wood End",""
2011,"Coventry","Roland Ave  Holbrooks  Coventry ","Roland Ave ,Holbrooks ,Coventry."
2011,"Coventry","Rotherhanm Rd","rotherhanm road"
2011,"Coventry","Sainsburys  Trinity St  Coventry ","Sainsburys ,Trinity St ,Coventry."
2011,"Coventry","Scots Ln",""
2011,"Coventry","Sewall Highway",""
2011,"Coventry","Sewall Highway","sewall highway"
2011,"Coventry","Sewall Highway Coventry","sewall highway Coventry"
2011,"Coventry","Silver St  Coventry ","Silver St ,Coventry."
2011,"Coventry","Sky Blue Way",""
2011,"Coventry","Sky Dome","sky dome"
2011,"Coventry","Sky Dome","sky dome"
2011,"Coventry","Sky Dome","sky dome"
2011,"Coventry","Sky Dome","sky dome"
2011,"Coventry","Sky Dome","sky dome"
2011,"Coventry","Sky Dome","sky dome"
2011,"Coventry","Sky Dome","Sky dome"
2011,"Coventry","Sky Dome","Sky dome"
2011,"Coventry","Sky Dome Concourse",""
2011,"Coventry","Sky Dome Concourse",""
2011,"Coventry","Sky Dome Concourse",""
2011,"Coventry","Sky Dome Concourse","sky dome concourse"
2011,"Coventry","Sky Dome Concourse","sky dome concourse"
2011,"Coventry","Sky Dome Concourse Covenmtry","sky dome concourse Covenmtry"
2011,"Coventry","Sky Dome Concourse Coventry","sky dome concourse Coventry"
2011,"Coventry","Sky Dome Concourse ","Sky Dome concourse."
2011,"Coventry","Sky Dome  Coventry","Sky Dome, Coventry"
2011,"Coventry","Sky Dome  Coventry City Centre","Sky Dome, Coventry City centre"
2011,"Coventry","Sky Dome ","Sky Dome."
2011,"Coventry","Sky Dome ","sky dome."
2011,"Coventry","Sky Dome ","sky dome."
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome","skydome"
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome",""
2011,"Coventry","Skydome   Coventry ","Skydome , Coventry."
2011,"Coventry","Skydome Car Park",""
2011,"Coventry","Skydome Car Park",""
2011,"Coventry","Skydome Complex","Skydome complex"
2011,"Coventry","Skydome Complex",""
2011,"Coventry","Skydome Complex","skydome complex"
2011,"Coventry","Skydome Complex  Coventry","Skydome Complex, Coventry"
2011,"Coventry","Skydome Concourse","Skydome concourse"
2011,"Coventry","Skydome Concourse","Skydome concourse"
2011,"Coventry","Skydome Concourse","Skydome concourse"
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse","Skydome concourse"
2011,"Coventry","Skydome Concourse","Skydome concourse"
2011,"Coventry","Skydome Concourse","skydome concourse"
2011,"Coventry","Skydome Concourse","Skydome concourse"
2011,"Coventry","Skydome Concourse","Skydome concourse"
2011,"Coventry","Skydome Concourse","Skydome concourse"
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse",""
2011,"Coventry","Skydome Concourse","Skydome concourse"
2011,"Coventry","Skydome Concourse  Coventry","Skydome concourse ,Coventry"
2011,"Coventry","Skydome Concourse   ","Skydome concourse..."
2011,"Coventry","Skydome Coventry","skydome Coventry"
2011,"Coventry","Skydome Coventry",""
2011,"Coventry","Skydome Coventry City Centre",""
2011,"Coventry","Skydome  Coventry","SkyDome, Coventry"
2011,"Coventry","Skydome  Coventry","Skydome, Coventry"
2011,"Coventry","Sorell Close","sorell Close"
2011,"Coventry","Southbank Rd  Coventry ","Southbank Rd ,Coventry."
