"","Year","Area","Street","Street.2"
"1940",2011,"","High St  Solihull Town Centre","High St, Solihull Town Centre"
"1941",2011,"","High St  Solihull  West Mids","High St, solihull, West mids"
"1942",2011,"","Highfield Roa Washwood Heath Birmingham","Highfield Roa Washwood Heath Birmingham"
"1943",2011,"","Hillfield Park  Solihull","Hillfield Park, Solihull"
"1944",2011,"","Hobsmoat Rd  Solihull","Hobsmoat road, Solihull"
"1945",2011,"","Hoggarts Hotel Dorridge","Hoggarts Hotel Dorridge"
"1946",2011,"","Kingfisher Drive Smithswood","Kingfisher Drive Smithswood"
"1947",2011,"","Kitts Green Rd  Kitts Green  Bham","KITTS GREEN RD, KITTS GREEN, BHAM"
"1948",2011,"","Kitts Green Rd ","Kitts Green Rd."
"1949",2011,"","Laburnam Ave","Laburnam Ave"
"1950",2011,"","Lg Arena","LG Arena"
"1951",2011,"","Lg Arena   Nec Complex","lg arena . nec complex"
"1952",2011,"","Lg Arena Nec","LG Arena NEC"
"1953",2011,"","Lg Arena  Nec Complex","LG Arena. NEC complex"
"1954",2011,"","Lode Ln","Lode Ln"
"1955",2011,"","Lode Ln","Lode Ln"
"1956",2011,"","Lodge Rd","Lodge Rd"
"1957",2011,"","Manor Walk Solihull","Manor Walk Solihull"
"1958",2011,"","Marlene Croft","Marlene Croft"
"1959",2011,"","Mcdonalds","McDonalds"
"1960",2011,"","Mill Ln","Mill Ln"
"1961",2011,"","Mill Ln  Solihull","Mill Ln, Solihull"
"1962",2011,"","Moordane Ave","Moordane Ave"
"1963",2011,"","Moorend Ave Opposite Wiilow Ave Solihull","Moorend Ave opposite Wiilow Ave Solihull"
"1964",2011,"","O S Avaon Croft House Wincester Drive","O/S Avaon Croft House Wincester Drive"
"1965",2011,"","O S Departure Terminal  Birmingham International Airport Solihull","O/S Departure terminal  Birmingham International Airport Solihull"
"1966",2011,"","O S Grrenwood P H Helmswood Drive Chelmsley Wood Solihull","O/S Grrenwood P.H Helmswood Drive Chelmsley Wood Solihull"
"1967",2011,"","O S Loft Nightclub High St Solihull","o/s Loft nightclub High St Solihull"
"1968",2011,"","O S Mill Labe Entrance To Touchwood Shopping Centre","O/S Mill Labe entrance to Touchwood shopping centre"
"1969",2011,"","O S Red Lion Earlswood","o/s Red Lion Earlswood"
"1970",2011,"","O S Rosies  High St Solihull","O/S Rosies, High St Solihull"
"1971",2011,"","O Sthe Loft  Solihull","o/sThe Loft, Solihull"
"1972",2011,"","O S Coach House P H Herbert Rd Solihull West Midlands","O?S Coach house P>H Herbert Rd Solihull west Midlands"
"1973",2011,"","O Neills Poplar Rd Solihull","O'Neills Poplar rd Solihull"
"1974",2011,"","Os Assembly Rooms   Poplar Rd","OS assembly rooms , Poplar Rd"
"1975",2011,"","Os Lg Arena  Nec Complex","OS LG Arena, NEC complex"
"1976",2011,"","Os Lg Arena  Nec Complex","OS LG Arena/ NEC complex"
"1977",2011,"","Outside The Clock Ph  Clock Ln","Outside the Clock PH, Clock Ln"
"1978",2011,"","Outside White Swan Station Rd Solihull","Outside White Swan Station Rd Solihull"
"1979",2011,"","Park In Bell Ln ","Park in bell lane`"
"1980",2011,"","Parkdale Rd Sheldon","Parkdale Rd Sheldon"
"1981",2011,"","Poplar Rd  Solihull","Poplar Rd. Solihull"
"1982",2011,"","Poplar Rd","Poplar road"
"1983",2011,"","Poplar Rd","poplar road"
"1984",2011,"","Poplar Rd","poplar Rd"
"1985",2011,"","Poplar Rd","Poplar Rd"
"1986",2011,"","Poplar Rd","Poplar Rd"
"1987",2011,"","Poplar Rd","Poplar Rd"
"1988",2011,"","Poplar Rd","Poplar Rd"
"1989",2011,"","Poplar Rd","poplar Rd"
"1990",2011,"","Poplar Rd","Poplar Rd"
"1991",2011,"","Poplar Rd","Poplar Rd"
"1992",2011,"","Poplar Rd","Poplar Rd"
"1993",2011,"","Poplar Rd","Poplar Rd"
"1994",2011,"","Poplar Rd","Poplar Rd"
"1995",2011,"","Poplar Rd","Poplar Rd"
"1996",2011,"","Poplar Rd Solihull  West Midlands","Poplar Rd Solihull, West Midlands"
"1997",2011,"","Poplar Rd  Solihull","Poplar road, Solihull"
"1998",2011,"","Poplar Rd  Solihull","Poplar Rd, Solihull"
"1999",2011,"","Poplar Rd  Solihull","Poplar Rd, Solihull"
"2000",2011,"","Poplar Rd  Solihull","poplar Rd, Solihull"
"2001",2011,"","Poplar Rd  Solihull","Poplar road, Solihull"
"2002",2011,"","Poplar Rd  Solihull","Poplar road, Solihull"
"2003",2011,"","Poplar Rd  Solihull","Poplar road, Solihull"
"2004",2011,"","Poplar Rd  Solihull","Poplar Rd, Solihull"
"2005",2011,"","Poplar Rd  Solihull","poplar road, solihull"
"2006",2011,"","Poplar Way Solihull","poplar way solihull"
"2007",2011,"","Poplar Way  Solihull","Poplar way, Solihull"
"2008",2011,"","Rolls Wood Drive Solihull West Midlands","Rolls wood Drive Solihull West Midlands"
"2009",2011,"","Scolfield Rd Kingshurst","Scolfield Rd Kingshurst"
"2010",2011,"","Solihull   Station Rd","Solihull / Station Rd"
"2011",2011,"","Solihull A E","Solihull A+E"
"2012",2011,"","Solihull High St","Solihull High St"
"2013",2011,"","Solihull Hospital","Solihull Hospital"
"2014",2011,"","Solihull Hospital","Solihull Hospital"
"2015",2011,"","Solihull Moors Football Club Damson Parkway Solihull","Solihull Moors Football Club Damson Parkway Solihull"
"2016",2011,"","Solihull Town Centre","Solihull Town centre"
"2017",2011,"","Solihull Town Centre","Solihull Town Centre"
"2018",2011,"","Solihull Town Centre Solihull West Midlands","Solihull Town Centre Solihull West Midlands"
"2019",2011,"","Solihull Town Centre  Lode Ln","Solihull Town Centre/ Lode Ln"
"2020",2011,"","Solihull Town Centre  Outside Kings Chip Shop","solihull town centre/ outside Kings Chip Shop"
"2021",2011,"","Solihull  Poplar Rd","Solihull/ Poplar Rd"
"2022",2011,"","Stanley Ave","Stanley Ave"
"2023",2011,"","Station Rd","Station Rd"
"2024",2011,"","Station Rd At Herbert Rd Junction","Station Rd at Herbert Rd Junction"
"2025",2011,"","Station Rd With Juction Of Herbert Rd Solihull","Station Rd with juction of Herbert rd Solihull"
"2026",2011,"","Station Rd","Station Rd"
"2027",2011,"","Station Rd","Station Rd"
"2028",2011,"","Station Rd Solihull","Station Rd Solihull"
"2029",2011,"","Station Rd Solihull","Station Rd Solihull"
"2030",2011,"","Station Rd Solihull","Station Rd Solihull"
"2031",2011,"","Station Rd Solihull","Station Rd Solihull"
"2032",2011,"","Station Rd  Solihull","Station Rd, Solihull"
"2033",2011,"","Station Rd  Solihull","Station road, Solihull"
"2034",2011,"","Station Rd  High St Solihull","Station Rd/ High St Solihull"
"2035",2011,"","The Crescent","The crescent"
"2036",2011,"","The Vlg Hotel Shirley","The Vlg Hotel Shirley"
"2037",2011,"","Usk Way Smithswood Solihull","Usk Way Smithswood Solihull"
"2038",2011,"","Warwick Rd Solihull","Warwick Rd Solihull"
"2039",2011,"","Warwick Rd  Solihull","Warwick Rd, Solihull"
"2040",2011,"","Warwick Rd  Solihull","Warwick Rd, Solihull"
"2041",2011,"","Warwick Rd","warwick Rd"
"2042",2011,"","Warwick Rd","Warwick Rd"
"2043",2011,"","Warwick Rd","Warwick Rd"
"2044",2011,"","Warwick Rdf  Solihull","warwick roadf, solihull"
"2045",2011,"","Wolaston Close","Wolaston Close"
"2046",2011,"Sandwell","Abbey Rd","Abbey Rd"
"2047",2011,"","Albright Rd Oldbury","Albright Rd Oldbury"
"2048",2011,"","Aleander Way","Aleander Way"
"2049",2011,"","Alexandra Rd  Halesowen","Alexandra Rd, Halesowen"
"2050",2011,"","Angels Nightclub  West Bromwich","angels nightclub, west bromwich"
"2051",2011,"","Angels Ph West Bromwich","angels PH west bromwich"
"2052",2011,"","Anita Ave  Tividale","Anita Ave, Tividale"
"2053",2011,"","Astel Park Retail Center","Astel Park Retail Center"
"2054",2011,"","Aston St  Tipton","Aston St, Tipton"
"2055",2011,"","Atlas Grove","Atlas Grove"
"2056",2011,"","Bank St West Bromwich","Bank St West Bromwich"
"2057",2011,"","Barker St","Barker St"
"2058",2011,"","Bearwood High St","bearwood high st"
"2059",2011,"","Bearwood Rd","Bearwood Rd"
"2060",2011,"","Bearwood Rd","Bearwood Rd"
"2061",2011,"","Bearwood Rd  Bearwood","Bearwood Rd, bearwood"
"2062",2011,"","Bearwood Rd  Smethwick","Bearwood Rd, Smethwick"
"2063",2011,"","Bearwood Rd  Smethwick","Bearwood Rd, Smethwick"
"2064",2011,"","Bearwood Rd  Smwthwick","Bearwood Rd, Smwthwick"
"2065",2011,"","Beawood Rd","Beawood Rd"
"2066",2011,"","Beech Crescent","Beech Crescent"
"2067",2011,"","Beeches Rd  West Bromwich","Beeches Rd, West Bromwich"
"2068",2011,"","Bella Pizza","Bella Pizza"
"2069",2011,"","Beresford Rd  Oldbury","Beresford Rd, Oldbury"
"2070",2011,"","Beresford Rd  Oldbury","Beresford Rd, Oldbury"
"2071",2011,"","Beresford Rd  Oldbury","Beresford Rd, Oldbury"
"2072",2011,"","Billard Hall West Bromwich","Billard Hall West Bromwich"
"2073",2011,"","Birchfield Ln","Birchfield Ln"
"2074",2011,"","Birmingham Rd Oldbury","Birmingham Rd Oldbury"
"2075",2011,"","Birmingham Rd  Oldbury","Birmingham Rd, Oldbury"
"2076",2011,"","Birmingham Rd  Oldbury","Birmingham Rd, Oldbury"
"2077",2011,"","Birmingham St  Oldbury  West Midlands","BIRMINGHAM ST, OLDBURY, WEST MIDLANDS"
"2078",2011,"","Birminham Rd Oldbury","Birminham Rd Oldbury"
"2079",2011,"","Brandhall Close","brandhall close"
"2080",2011,"","Brasshouse Ln","Brasshouse Ln"
"2081",2011,"","Broad St","Broad St"
"2082",2011,"","Burnttree","Burnttree"
"2083",2011,"","Cape Hill  Smethwick","Cape Hill, Smethwick"
"2084",2011,"","Cape Hill  Smethwick","Cape Hill, Smethwick"
"2085",2011,"","Carters Green West Brom","Carters Green west brom"
"2086",2011,"","Carters Green  West Bromwich","Carters Green, West Bromwich"
"2087",2011,"","Central Ave  Tipton","Central Ave, Tipton"
"2088",2011,"","Coop Brandall","Coop Brandall"
"2089",2011,"","Dartmouth Park","dartmouth park"
"2090",2011,"","Devonshire Rd  Smethwick","DEVONSHIRE ROAD, SMETHWICK"
"2091",2011,"","Dial Ln West Bromwich","Dial Ln West Bromwich"
"2092",2011,"","Dial Ln West Bromwich","Dial Ln West Bromwich"
"2093",2011,"","Duchess Parade  West Bromwich","Duchess Parade, West Bromwich"
"2094",2011,"","Dudley Port","Dudley Port"
"2095",2011,"","Dudley Port Tipton","Dudley Port Tipton"
"2096",2011,"","Dudley Port Tipton","DUDLEY PORT TIPTON"
"2097",2011,"","Dudley Port Tipton","Dudley Port Tipton"
"2098",2011,"","Dudley St","Dudley St"
"2099",2011,"","Dudley St","Dudley St"
"2100",2011,"","Dyas Ave","dyas avenue"
"2101",2011,"","Elgar Crescent  Pensnett","Elgar Crescent, Pensnett"
"2102",2011,"","Esher Rd","ESHER ROAD"
"2103",2011,"","Fountain Ln  Oldbury","Fountain Ln, Oldbury"
"2104",2011,"","Freet St  Oldbury","Freet St, Oldbury"
"2105",2011,"","Freeth St","Freeth St"
"2106",2011,"","Galton Bridge","Galton Bridge"
"2107",2011,"","Gladstone St West Bromwich","Gladstone street West bromwich"
"2108",2011,"","Goose Ph  West Bromwich","Goose PH, West Bromwich"
"2109",2011,"","Great Barr  Hotel","GREAT BARR  HOTEL"
"2110",2011,"","Great Barr Hotel","Great Barr Hotel"
"2111",2011,"","Great Barr Hotel  Great Barr","GREAT BARR HOTEL, GREAT BARR"
"2112",2011,"","Great Barr Hotel  Great Barr","GREAT BARR HOTEL, GREAT BARR"
"2113",2011,"","Great Bridge St  Tipton","Great Bridge St, Tipton"
"2114",2011,"","Hales Ln  Smethwick","Hales Ln, Smethwick"
"2115",2011,"","Halesowen Rd","Halesowen Rd"
"2116",2011,"","Halesowen Rd Cradley Heath","HALESOWEN ROAD CRADLEY HEATH"
"2117",2011,"","Halesowen Rd  Cradley Heath","Halesowen Rd, Cradley Heath"
"2118",2011,"","Henley Close  Tipton ","Henley Close, Tipton."
"2119",2011,"","High Ave","High Ave"
"2120",2011,"","High St West Brom","High St West Brom"
"2121",2011,"","High St  Cradley Heath","High St, Cradley Heath"
"2122",2011,"","High St Great Bridge","High St Great Bridge"
"2123",2011,"","High St Smethwick","High St Smethwick"
"2124",2011,"","High St Smethwick","High St Smethwick"
"2125",2011,"","High St West Brom","High St west brom"
"2126",2011,"","High St West Brom","High St West Brom"
"2127",2011,"","High St West Bromwich","high St West Bromwich"
"2128",2011,"","High St West Bromwich","High St West Bromwich"
"2129",2011,"","High St  Smethwick","High St, Smethwick"
"2130",2011,"","High St  Stourbridge","High St, Stourbridge"
"2131",2011,"","High St  Stourbridge","High St, Stourbridge"
"2132",2011,"","High St  Stourbridge","High St, Stourbridge"
"2133",2011,"","High St  West Bromwich","High St, West Bromwich"
"2134",2011,"","High St  West Bromwich","High St, West Bromwich"
"2135",2011,"","High St  West Bromwich  Opposite Wilkinsons","High St, West Bromwich, opposite Wilkinsons"
"2136",2011,"","Holly Ln  Smethwick","Holly Ln, Smethwick"
"2137",2011,"","Holyhead Rd","Holyhead Rd"
"2138",2011,"","Holyhead Rd  Handsworth","Holyhead Rd, handsworth"
"2139",2011,"","Hugh Rd","Hugh Rd"
"2140",2011,"","Huntingtree Rd","Huntingtree Rd"
"2141",2011,"","Hydes Rd","hydes road"
"2142",2011,"","Jct 1        Jct 2 Southbound M5","Jct 1 Â‰Ã›Âê Jct 2 southbound M5"
"2143",2011,"","Jervoise Ln West Brom","Jervoise Ln,West brom"
"2144",2011,"","Jervoise Ln West Bromwich ","Jervoise Ln,West Bromwich."
"2145",2011,"","Jowitts Ln","jowitts lane"
"2146",2011,"","Karatchi","Karatchi"
"2147",2011,"","Kingsbury Rd Tipton","Kingsbury Rd Tipton"
"2148",2011,"","Lakeside Piblic Hse Carpark ","Lakeside Piblic Hse Carpark/"
"2149",2011,"","Langley Mead","langley mead"
"2150",2011,"","Ledgends Ph  Tipton","ledgends PH, Tipton"
"2151",2011,"","Limes Rd","limes Rd"
"2152",2011,"","Lodge Rd","lodge Rd"
"2153",2011,"","Lombard St","Lombard St"
"2154",2011,"","Londonderry Ln","LONDONDERRY LANE"
"2155",2011,"","Long Ln Blackheath","Long Ln Blackheath"
"2156",2011,"","Long Ln Blackheath","Long Ln Blackheath"
"2157",2011,"","Lutley Oak Halesowen ","Lutley Oak,Halesowen."
"2158",2011,"","Market Place  Wednesbury","Market Place, Wednesbury"
"2159",2011,"","Market Place  Wednesbury","MARKET PLACE, WEDNESBURY"
"2160",2011,"","Market Place  Wednesbury","Market Place, Wednesbury"
"2161",2011,"","Martley Rd","Martley Rd"
"2162",2011,"","Mcdonalds  Wolverhampton Rd  Oldbury","McDonalds, Wolverhampton Rd, Oldbury"
"2163",2011,"","Middlemore Rd","Middlemore Rd"
"2164",2011,"","Mill Gardens  Smethwick","Mill Gardens, Smethwick"
"2165",2011,"","Newbury Ln  Oldbury","Newbury Ln, Oldbury"
"2166",2011,"","O S Pic Home Adderss","O/S PIC home adderss"
"2167",2011,"","O S Yummys Take Away  Stourbridge","o/s Yummys Take away, Stourbridge"
"2168",2011,"","Oak Rd","oak road"
"2169",2011,"","Off Birmingham Rd  Rowley Regis","OFF Birmingham Rd, Rowley Regis"
"2170",2011,"","Oldbury Rd","Oldbury Rd"
"2171",2011,"","Oldbury Rd","Oldbury Rd"
"2172",2011,"","Oldbury Rd  Carpark Of Bulls Head","Oldbury Rd, Carpark of Bulls Head"
"2173",2011,"","Oldbury Rd","Oldbury Rd"
"2174",2011,"","Outside Goose Public House","Outside Goose Public House"
"2175",2011,"","Outside Home Address","Outside home address"
"2176",2011,"","Outside The Bulls Head Ph","Outside the Bulls Head PH"
"2177",2011,"","Park Crecent West Brom","PARK CRECENT WEST BROM"
"2178",2011,"","Park Rd  Smethwick","park Rd, Smethwick"
"2179",2011,"","Piddock Rd Police Station","Piddock Rd Police Station"
"2180",2011,"","Portland Rd  Warley","portland rd, warley"
"2181",2011,"","Potters Ln","potters lane"
"2182",2011,"","Pound Rd","Pound Rd"
"2183",2011,"","Radford Close","Radford Close"
"2184",2011,"","Redwood Rd","redwood road"
"2185",2011,"","Regent Court","Regent Court"
"2186",2011,"","Resovoir Rd  Oldbury","Resovoir Rd, Oldbury"
"2187",2011,"","Ruskin St West Brom","Ruskin St West Brom"
"2188",2011,"","Russells Hall Hospiatl","Russells Hall Hospiatl"
"2189",2011,"","Saints Way West Bromwich","SAINTS WAY WEST BROMWICH"
"2190",2011,"","Sandwell Hospital","Sandwell Hospital"
"2191",2011,"","Sandwell Hospital A And E","sandwell hospital a and e"
"2192",2011,"","Shaftsbury St","shaftsbury street"
"2193",2011,"","Silverlands Ave","Silverlands Ave"
"2194",2011,"","Smethwick Front Office","Smethwick Front office"
"2195",2011,"","Smethwick High St","Smethwick High St"
"2196",2011,"","Smethwick High St  Outside Red Cow","Smethwick High St, outside Red Cow"
"2197",2011,"","St Andrews Church","st andrews church"
"2198",2011,"","St Michaels St","St Michaels St"
"2199",2011,"","St Michaels St  West Brom","St Michaels St, West Brom"
"2200",2011,"","St Micheals Square","St Micheals Square"
"2201",2011,"","St Micheals St  West Bromwich","St micheals St, West Bromwich"
"2202",2011,"","Suffrage St Smethwick","Suffrage St Smethwick"
"2203",2011,"","Sycamore Rd  Smethwick ","Sycamore Rd, Smethwick`"
"2204",2011,"","Tanemouth Railway Station","Tanemouth Railway Station"
"2205",2011,"","Tanhouse Ave  West Bromwich","Tanhouse Ave, west Bromwich"
"2206",2011,"","The Goose Public House  High St","THE GOOSE PUBLIC HOUSE, HIGH STREET"
"2207",2011,"","The Goose Public House  West Bromwich","THE GOOSE PUBLIC HOUSE, WEST BROMWICH"
"2208",2011,"","Thimbermill Recreation Ground","Thimbermill recreation Ground"
"2209",2011,"","Thimblemill Rd","Thimblemill Rd"
"2210",2011,"","Three Shires Oak Rd  Smethwick","Three Shires Oak Rd, Smethwick"
"2211",2011,"","Tichbourne Place Dudley","Tichbourne Place Dudley"
"2212",2011,"","Titford Rd  Oldbury","Titford Rd, Oldbury"
"2213",2011,"","Tollgate","tollgate"
"2214",2011,"","Tollgate  Shopping Centre","TOLLGATE  SHOPPING CENTRE"
"2215",2011,"","Tollhouse Way Smethwick","TOLLHOUSE WAY SMETHWICK"
"2216",2011,"","Tram Lines  West Bromwich","Tram Lines, West bromwich"
"2217",2011,"","Vicarage St Langley","Vicarage St Langley"
"2218",2011,"","Victoria Park Rd Smethwick","Victoria Park Rd Smethwick"
"2219",2011,"","Warley Mags Court  Oldbury Ringway","Warley Mags Court, Oldbury Ringway"
"2220",2011,"","Waterfall Ln   Cradley Heath","waterfall lane,  cradley heath"
"2221",2011,"","Waterfall Ln   Cradley Heath","waterfall lane,  cradley heath"
"2222",2011,"","Waterfall Ln Cradley Heath","waterfall lane,cradley heath"
"2223",2011,"","Watton St  West Bromwich","Watton St, West Bromwich"
"2224",2011,"","West Bromwich","West Bromwich"
"2225",2011,"","West Bromwich Bus Station","West Bromwich Bus Station"
"2226",2011,"","West Bromwich Front Office","West Bromwich front office"
"2227",2011,"","West Bromwich High St","West Bromwich High St"
"2228",2011,"","White Rd","White Rd"
"2229",2011,"","Windmill Ln","Windmill Ln"
"2230",2011,"","Windmill Ln","Windmill lane"
"2231",2011,"","Windmill Ln","Windmill Ln"
"2232",2011,"","Wolverhampton Rd","Wolverhampton Rd"
"2233",2011,"","Wolverhampton Rd","Wolverhampton Rd"
"2234",2011,"","Wolverhampton Rd  Oldbury","wolverhampton Rd, Oldbury"
"2235",2011,"","Woodland Drive  Smethwick","Woodland Drive, Smethwick"
"2236",2011,"","Woodland St","Woodland St"
"2237",2011,"","York Rd","York Rd"
"2238",2011,"Walsall","Aberwell St Walsall","Aberwell street Walsall"
"2239",2011,"","Ablewell St","Ablewell St"
"2240",2011,"","Ablewell St Walsall","ablewell st walsall"
